序号,区市县,街道,采样点名称,采样点地址,开放时间,联系电话
595,瓦房店市,新华街道,工人文化宫中心采样点,大连市瓦房店新华街道工人文化宫中心,周三、周六8：00-11：00、13：30-18：00,18098890167
596,瓦房店市,共济街道,抱龙社区采样点,大连市瓦房店抱龙社区门口,周三、周六8：00-11：00,85579669
597,瓦房店市,共济街道,德林社区采样点,大连市瓦房店街心公园,周三、周六8：00-11：00,85602796
598,瓦房店市,共济街道,李屯社区采样点,大连市瓦房店李屯社区门口,周三、周六8：00-11：00,85689151
599,瓦房店市,共济街道,中心社区采样点,大连市瓦房店中心社区门口,周三、周六8：00-11：00,85697927
600,瓦房店市,共济街道,于屯社区采样点,大连市瓦房店新华小学西墙外,周三、周六8：00-11：00,66516073
601,瓦房店市,共济街道,育红社区采样点,大连市瓦房店育红社区门口,周三、周六8：00-11：00,85639896
602,瓦房店市,共济街道,胜利社区采样点,大连市瓦房店瓦房店一中墙外,周三、周六8：00-11：00、13：30-18：00,18842867297
603,瓦房店市,共济街道,世纪社区采样点,大连市瓦房店世纪社区门口,周三、周六8：00-11：00,85569029
604,瓦房店市,文兰街道,新立社区采样点,大连市瓦房店八三石油家属楼三区东侧车库,周三、周六8：00-11：00,85605660
605,瓦房店市,文兰街道,岗西社区采样点,大连市瓦房店友谊小学东侧岗店集贸市场,周三、周六8：00-11：00,85618655
606,瓦房店市,文兰街道,长丰社区采样点,大连市瓦房店义勇小学东侧小吃小学,周三、周六8：00-11：00,85668848
607,瓦房店市,文兰街道,光明社区采样点,大连市瓦房店光明社区楼下,周三、周六8：00-11：00,85605651
608,瓦房店市,文兰街道,东风社区采样点,大连市瓦房店八三小区门口（烟草公司南）,周三、周六8：00-11：00,85605669
609,瓦房店市,文兰街道,瓦纺社区采样点,大连市瓦房店瓦纺社区,周三、周六8：00-11：00,85618770
610,瓦房店市,文兰街道,钻石社区采样点,大连市瓦房店钻石社区门口,周三、周六8：00-11：00,85569855
611,瓦房店市,文兰街道,红风社区采样点,大连市瓦房店红风社区,周三、周六8：00-11：00,85605659
612,瓦房店市,文兰街道,西环社区采样点,大连市瓦房店教师进修学校南侧六中小市场,周三、周六8：00-11：00,85605661
613,瓦房店市,文兰街道,岗东社区采样点,大连市瓦房店岗东社区门口,周三、周六8：00-11：00,85619655
614,瓦房店市,文兰街道,祝丰社区采样点,大连市瓦房店远洲小区二期地下车库,周三、周六8：00-11：00、13：30-18：00,85660173
615,瓦房店市,文兰街道,长城社区采样点,大连市瓦房店长城社区门口,周三、周六8：00-11：00,85668077
616,瓦房店市,文兰街道,凤凰城社区采样点,大连市瓦房店东昌壹号售楼处北侧100米,周三、周六8：00-11：00,85593395
617,瓦房店市,铁东街道,向东社区采样点,大连市瓦房店北环立交桥东万宝家园,周三、周六8：00-11：00,85596496
618,瓦房店市,铁东街道,站前社区采样点,大连市瓦房店站前派出所东侧,周三、周六8：00-11：00、13：30-18：00,85691800
619,瓦房店市,铁东街道,文圣社区采样点,大连市瓦房店东山公园广场,周三、周六8：00-11：00,85601030
620,瓦房店市,铁东街道,东山社区采样点,大连市瓦房店公租房1号楼南侧,周三、周六8：00-11：00,85507009
621,瓦房店市,铁东街道,岭上社区采样点,大连市瓦房店岭上社区居委会门前,周三、周六8：00-11：00,85626580
622,瓦房店市,铁东街道,东升社区采样点,大连市瓦房店东升社区居委会门前,周三、周六8：00-11：00,85660369
623,瓦房店市,岭东街道,诚泰文教城采样点,大连市瓦房店东长春路2号,周三、周六8：00-11：00、13：30-18：00,39121636
624,瓦房店市,岭东街道,上东一号采样点,大连市瓦房店东长春路3段高发上东一号,周三、周六8：00-11：00,39121639
625,瓦房店市,岭东街道,富贵学府采样点,大连市瓦房店县轴街99号,周三、周六8：00-11：00,39121638
626,瓦房店市,岭东街道,第三初级中学西门对过车库采样点,大连市瓦房店东长春路1段－67号,周三、周六8：00-11：00,39121637
627,瓦房店市,岭东街道,转角社区居委会采样点,大连市瓦房店东长春路二段岭东街道转角东园372号,周三、周六8：00-11：00,85650665
628,瓦房店市,岗店街道,姜洼社区居委会采样点,大连市瓦房店姜洼社区居委会,周三、周六8：00-11：00,85683237
629,瓦房店市,岗店街道,原海蜇皮厂采样点,大连市瓦房店原海蜇皮厂,周三、周六8：00-11：00,85570037
630,瓦房店市,岗店街道,原麻纺厂食堂采样点,大连市瓦房店原麻纺厂食堂,周三、周六8：00-11：00,85571033
631,瓦房店市,岗店街道,昌盛社区采样点,大连市瓦房店昌盛社区居委会门前,周三、周六8：00-11：00,85658089
632,瓦房店市,岗店街道,铭城社区采样点,大连市瓦房店铭城社区居委会门前,周三、周六8：00-11：00,85687557
633,瓦房店市,岗店街道,香山社区采样点,大连市瓦房店水岸花都小区公建,周三、周六8：00-11：00,62574714
634,瓦房店市,岗店街道,云岗社区采样点,大连市瓦房店壹美天诚售楼处,周三、周六8：00-11：00,85590069
635,瓦房店市,岗店街道,曲大屯社区居委会采样点,大连市瓦房店曲大屯社区,周三、周六8：00-11：00,85695688
636,瓦房店市,岗店街道,张山嘴社区采样点,大连市瓦房店张山嘴社区门前广场,周三、周六8：00-11：00,85577007
637,瓦房店市,岗店街道,振华社区采样点,大连市瓦房店安居颐心城277-2共建,周三、周六8：00-11：00,85522300
638,瓦房店市,赵屯乡,赵屯乡敬老院采样点,大连市瓦房店赵屯乡赵屯村,周三、周六8：00-11：00、13：00-18：00,85331083
639,瓦房店市,赵屯乡,郑屯村村委会采样点,大连市瓦房店赵屯乡郑屯村,周三、周六8：00-11：00,85331083
640,瓦房店市,松树镇,松树村委会采样点,大连市瓦房店松树村委会院内,周三、周六8：00-11：00、13：00-18：00,85302103
641,瓦房店市,松树镇,向东社区采样点,大连市瓦房店向东社区办公楼,周三、周六8：00-11：00,85302103
642,瓦房店市,瓦窝镇,站前广场采样点,大连市瓦房店王家社区站前广场,周三、周六8：00-18：00,83360563
643,瓦房店市,瓦窝镇,曲店村委会采样点,大连市瓦房店曲店村委会院内,周三、周六8：00-11：00,83360563
644,瓦房店市,元台镇,敬老院采样点,大连市瓦房店元台镇敬老院,周三、周六8：00-11：00,83353162
645,瓦房店市,元台镇,新时代文明实践站采样点,大连市瓦房店元台镇前元社区新时代文明实践站,周三、周六8：00-11：00、13：00-18：00,83353162
646,瓦房店市,李官镇,西阳台村委会采样点,大连市瓦房店西阳台村委会,周三、周六8：00-11：00、14：00-18：00,85191765
647,瓦房店市,李官镇,矿洞山村委会采样点,大连市瓦房店矿洞山村委会,周三、周六8：00-11：00,85191765
648,瓦房店市,许屯镇,北瓦房店村采样点,大连市瓦房店北瓦房店村委会,周三、周六8：00－10.30、13.30－18.00,85358289
649,瓦房店市,许屯镇,靴子沟村采样点,大连市瓦房店靴子沟村委会,周三、周六8：00－11：00,85358289
650,瓦房店市,西杨乡,西杨村采样点,大连市瓦房店西杨村村委会,周三、周六8：00-11：00、13：00-18：00,85520192
651,瓦房店市,西杨乡,西杨村采样点,大连市瓦房店西杨乡十字路口南厂房,周三、周六8：00－11：00,85520192
652,瓦房店市,杨家乡,杨家村采样点,大连市瓦房店杨家村旧市场,周三、周六8：00-11：00、14：00-18：00,85381701
653,瓦房店市,杨家乡,二龙山村采样点,大连市瓦房店二龙山村委会,周三、周六8：00-11：00,85381701
654,瓦房店市,仙浴湾镇,宁家村采样点,大连市瓦房店宁家村刘屯100号门口大棚,周三、周六8：00-11：00、13：00-18：00,85128933
655,瓦房店市,仙浴湾镇,双山村采样点,大连市瓦房店双山村村委会后院,周三、周六8：00-11：00,85128933
656,瓦房店市,九龙街道,杨沟村采样点,大连市瓦房店杨沟村委会院内,周三、周六8：00-11：00、13：00-18：00,85390025
657,瓦房店市,九龙街道,平房村采样点,大连市瓦房店平房村委会院内,周三、周六8：00-11：00、13：00-18：00,85390025
658,瓦房店市,土城乡,王崴社区采样点,大连市瓦房店王崴社区物业门卫房,周三、周六8：00-11：00,85180070
659,瓦房店市,土城乡,李小村采样点,大连市瓦房店李小村村委会,周三、周六8：00-11：00、13：30-18：00,85180070
660,瓦房店市,永宁镇,永宁大集后身采样点,大连市瓦房店永宁镇永宁大集后身,周三、周六8：00-11：：00,13478677589
661,瓦房店市,永宁镇,永宁村委会采样点,大连市瓦房店永宁镇永宁村委会,周三、周六8：00-11：00、13：00-18：00,13478677589
662,瓦房店市,阎店乡,阎店村委会采样点,大连市瓦房店阎店村委会,周三、周六8：00-11：00、13：00-18：00,85162888
663,瓦房店市,阎店乡,阎店大集采样点,大连市瓦房店阎店大集,周三、周六8：00-11：00,85162888
664,瓦房店市,三台满族乡,大学生公寓采样点,大连市瓦房店三台满族乡313省道北50米,周三、周六8：00-11：00、13：00-18：00,13591813123
665,瓦房店市,三台满族乡,孙家村委会采样点,大连市瓦房店三台乡孙亮线与滨海公路孙家村委会,周三、周六8：00-11：00,13591813123
666,瓦房店市,红沿河镇,沟口村采样点,大连市瓦房店沟口村村委会,周三、周六8：00-11：00、13：00-18：00,85130120
667,瓦房店市,红沿河镇,红沿河村采样点,大连市瓦房店红沿河村村委会,周三、周六8：00-11：00,85130120
668,瓦房店市,红沿河镇,核电采样点,大连市瓦房店核电排球馆,周三、周六8：00-11：00,85130120
669,瓦房店市,老虎屯镇,小老虎屯村采样点,大连市瓦房店小老虎屯村村委会,周三、周六8：00-11：00、13：30-18：00,85370454
670,瓦房店市,老虎屯镇,后二十里堡村采样点,大连市瓦房店后二十里堡村村委会,周三、周六8：00-11：00,85370454
671,瓦房店市,复州城镇,长兴社区采样点,大连市瓦房店龙腾华府小区北侧公建,周三、周六8：00-11：00、13：00-18：00,85104321
672,瓦房店市,复州城镇,文庙社区采样点,大连市瓦房店盛世豪庭小区公建,周三、周六8：00-11：00、13：00-18：00,85104321
673,瓦房店市,驼山乡,丁屯村委会采样点,大连市瓦房店丁屯村村委会,周三、周六8：00-11：00、13：00-18：00,85140014
674,瓦房店市,驼山乡,大魏敬老院采样点,大连市瓦房店大魏村养老院,周三、周六8：00-11：00、13：00-18：00,85140014
675,瓦房店市,太阳街道,那屯村采样点,大连市瓦房店那屯村委会后院,周三、周六8：00-11：00、13：00-18：00,85365917
676,瓦房店市,太阳街道,张屯村采样点,大连市瓦房店张屯村绿展肥业大院,周三、周六8：00-11：00,85365917
677,瓦房店市,万家岭镇,绿丰园采样点,大连市瓦房店万家岭绿丰园果品有限公司大门口,周三、周六8：00—11：00、13：00—18：00,85340060
678,瓦房店市,万家岭镇,万家岭村采样点,大连市瓦房店万家岭村闲置卫生室,周三、周六8：00—11：00,85340060
679,瓦房店市,得利寺镇,得利寺卫生院采样点,大连市瓦房店得利寺村村委会,周三、周六8：00—11：00、13：00—18：00,85320120
680,瓦房店市,得利寺镇,得利寺村委会采样点,大连市瓦房店得利寺镇蔡房身村委会,周三、周六8：00—11：00,13500795637
681,瓦房店市,泡崖乡,闫屯村村委会采样点,大连市瓦房店闫屯村村委会,周三、周六8：00-11：00,85240120
682,瓦房店市,泡崖乡,泡崖村村委会采样点,大连市瓦房店泡崖村村委会,周三、周六8：00-11：00、13：00-18：00,85240120
683,瓦房店市,泡崖乡,高屯村村委会采样点,大连市瓦房店高屯村村委会,周三、周六8：00-11：00,85240120
684,瓦房店市,祝华街道,祝华村委会采样点,大连市瓦房店祝华村委会,周三、周六8：00-11：00、13：00-18：00,15241137700
685,瓦房店市,祝华街道,碧桂园采样点,大连市瓦房店碧桂园公建,周三、周六8：00-11：00,13942096389
686,瓦房店市,祝华街道,砟窑村委会采样点,大连市瓦房店砟窑村委会,周三、周六8：00-11：00,13842613387
687,瓦房店市,谢屯镇,谢屯村采样点,大连市瓦房店谢屯村-瓦房店市谢屯镇谢屯村委会,周三、周六8：00-11：00,15142446222
688,瓦房店市,谢屯镇,沙山村采样点,大连市瓦房店沙山村-瓦房店市沙山村委会,周三、周六8：00-11：00,15040513700
689,瓦房店市,谢屯镇,莲花山村采样点,大连市瓦房店莲花山村-瓦房店市莲花山村委会,周三、周六8：00-11：00,17338125826
690,瓦房店市,谢屯镇,香洲社区采样点,大连市瓦房店香洲社区-瓦房店市谢屯镇香洲田园城社区前进物业门前大楼,周三、周六8：00-11：00,13998614238
691,瓦房店市,谢屯镇,花园村采样点,大连市瓦房店花园村-1.瓦房店市花园村委会,周三、周六8：00-11：00,15942450989
692,瓦房店市,谢屯镇,泉眼村采样点,大连市瓦房店泉眼村-瓦房店市泉眼村委会,周三、周六8：00-11：00,13354082888
693,瓦房店市,谢屯镇,大屯村采样点,大连市瓦房店大屯村-瓦房店市大屯村委会,周三、周六8：00-11：00,13591760859
694,瓦房店市,谢屯镇,七间房村采样点,大连市瓦房店七间房村-瓦房店市七间房村委会东院,周三、周六8：00-11：00,18642854051
695,瓦房店市,谢屯镇,前进村采样点,大连市瓦房店前进村-瓦房店市谢屯镇香洲田园城社区前进物业门前大楼,周三、周六8：00-11：00,13624084048
696,瓦房店市,谢屯镇,谢屯村采样点,大连市瓦房店谢屯镇卫生院外侧板房,周三、周六8：00-11：00、13：00-18：00,85221399
697,庄河市,城关街道,水仙社区核酸采样点,大连市庄河市怡和苑小区72号楼西侧,周三、周六7：30-10：30、13：00-16：00,39191118
698,庄河市,城关街道,天伦花园核酸采样点,大连市庄河市天伦花园13号楼,周三、周六7：30-10：30、13：00-16：00,89854900
699,庄河市,城关街道,广大社区核酸采样点,大连市庄河市红岩路651号,周三、周六7：30-10：30、13：00-16：00,89172803
700,庄河市,城关街道,首尊府邸核酸采样点,大连市庄河市首尊府邸A座停车场,周三、周六7：30-10：30、13：00-16：00,89878077
701,庄河市,城关街道,芙蓉花园核酸采样点,大连市庄河市向阳社区原办公房,周三、周六7：30-10：30、13：00-16：00,89857106
702,庄河市,城关街道,海洋社区刘亮核酸采样点,大连市庄河市海洋小学附属幼儿园门前,周三、周六7：30-10：30、13：00-16：00,89814949
703,庄河市,城关街道,日新社区核酸采样点,大连市庄河市日新社区服务大厅东侧,周三、周六7：30-10：30、13：00-16：00,89873467
704,庄河市,城关街道,东方水岸核酸采样点,大连市庄河市东方水岸小区公园北侧（B7号楼前）,周三、周六7：30-10：30、13：00-16：00,89172507
705,庄河市,城关街道,新华小区核酸采样点,大连市庄河市新华小区5号楼南小广场,周三、周六7：30-10：30、13：00-16：00,89833075
706,庄河市,城关街道,芙蓉社区核酸采样点,大连市庄河市凯恩酒店楼下,周三、周六7：30-10：30、13：00-16：00,89829008
707,庄河市,城关街道,龙王庙社区核酸采样点,大连市庄河市龙王庙社区办公楼后院,周三、周六7：30-10：30、13：00-16：00,89857466
708,庄河市,城关街道,新兴便民服务站核酸采样点,大连市庄河市文汇小区20号楼后侧,周三、周六7：30-10：30、13：00-16：00,89854903
709,庄河市,城关街道,明珠社区海港大厦核酸采样点,大连市庄河市海港广场东段20-1公建,周三、周六7：30-10：30、13：00-16：00,89822010
710,庄河市,城关街道,财政社区核酸采样点,大连市庄河市国奥花园一期16号楼楼后小广场,周三、周六7：30-10：30、13：00-16：00,89879333
711,庄河市,城关街道,新华小区核酸采样点,大连市庄河市新华小区28号楼（邓长敏义工站）,周三、周六7：30-10：30、13：00-16：00,39191603
712,庄河市,城关街道,香港广场核酸采样点,大连市庄河市香港广场东侧一楼售楼处,周三、周六7：30-10：30、13：00-16：00,89171851
713,庄河市,城关街道,黄海社区核酸采样点,大连市庄河市汇金盛典北面,周三、周六7：30-10：30、13：00-16：00,89178799
714,庄河市,城关街道,友谊社区核酸采样点,大连市庄河市景泰汇B4-1,周三、周六7：30-10：30、13：00-16：00,89815751
715,庄河市,城关街道,五一社区核酸采样点,大连市庄河市五一社区门口,周三、周六7：30-10：30、13：00-16：00,89176031
716,庄河市,城关街道,世纪社区核酸采样点,大连市庄河市世纪社区门口,周三、周六7：30-10：30、13：00-16：00,89704999
717,庄河市,城关街道,水仙公馆一期C区管家房,大连市庄河市水仙公馆一期西门C区管家房,周三、周六7：30-10：30、13：00-16：00,39190359
718,庄河市,城关街道,工会社区核酸采样点,大连市庄河市工会社区居委会门前,周三、周六7：30-10：30、13：00-16：00,89173317
719,庄河市,城关街道,幸福社区核酸采样点,大连市庄河市巴黎春田17号楼旁帐篷,周三、周六7：30-10：30、13：00-16：00,89857677
720,庄河市,城关街道, 阳光社区核酸采样点,大连市庄河市长河悦湖公寓G5大堂,周三、周六7：30-10：30、13：00-16：00,89857977
721,庄河市,城关街道,景泰社区核酸采样点,大连市庄河市景泰玫瑰园西1门大堂,周三、周六7：30-10：30、13：00-16：00,89172915
722,庄河市,新华街道,工人社区核酸采样点,大连市庄河市国奥新天居小区门口警卫室,周三、周六7：30-10：30、13：00-16：00,15724521815
723,庄河市,新华街道,站前社区阳光100小区采样点,大连市庄河市阳光100小区 8号楼1单元门口,周三、周六7：30-10：30、13：00-16：00,13644956899
724,庄河市,新华街道,红岩社区采样点,大连市庄河市华晨兰庭2号楼楼下,周三、周六7：30-10：30、13：00-16：00,15140421788
725,庄河市,新华街道,明星社区采样点,大连市庄河市新东方家园小区3号楼明星社区,周三、周六7：30-10：30、13：00-16：00,13664217399
726,庄河市,新华街道,光明社区采样点,大连市庄河市伟业锦绣乾城小区3号楼-4号楼院内,周三、周六7：30-10：30、13：00-16：00,13074142467
727,庄河市,新华街道,前炮社区核酸采样点,大连市庄河市伟业城市绿洲小区5#-7#楼西社区会议室门前,周三、周六7：30-10：30、13：00-16：00,15840693916
728,庄河市,新华街道,长征社区采样点,大连市庄河市向阳花园小区10号楼北，向阳小区11号楼南,周三、周六7：30-10：30、13：00-16：00,15504952767
729,庄河市,新华街道,范东社区华宸名城采样点,大连市庄河市泰昌路华宸名城小区91号楼,周三、周六7：30-10：30、13：00-16：00,13079842807
730,庄河市,新华街道,范西社区核酸检测点,大连市庄河市明星小学旁庄河市海传白钢铁艺,周三、周六7：30-10：30、13：00-16：00,15942460598
731,庄河市,新华街道,新华街道木兰社区核酸采样点,大连市庄河市木兰小区18号楼前,周三、周六7：30-10：30、13：00-16：00,13079888989
732,庄河市,新华街道,红光社区世纪小区核酸采样点,大连市庄河市世纪小区18号楼门口车库,周三、周六7：30-10：30、13：00-16：00,13130046178
733,庄河市,新华街道,铁路广场核酸采样点,大连市庄河市铁路广场,周三、周六7：30-10：30、13：00-16：00,15524822688
734,庄河市,新华街道,暖水社区采样点,大连市庄河市一环路与迎宾大街交叉口西北40米,周三、周六7：30-10：30、13：00-16：00,15382161555
735,庄河市,新华街道,徐岭社区核酸采样点,大连市庄河市徐岭社区门前（三环大街256号楼）,周三、周六7：30-10：30、13：00-16：00,18241111863
736,庄河市,新华街道,公园社区采样点,大连市庄河市西山湖畔怡嘉幼儿园西侧帐篷处,周三、周六7：30-10：30、13：00-16：00,13841138882
737,庄河市,新华街道,玉兰社区核酸采样点,大连市庄河市御河湾17号楼,周三、周六7：30-10：30、13：00-16：00,15640995299
738,庄河市,新华街道,壹品桃源小区,大连市庄河市壹品桃源(世纪大街南),周三、周六7：30-10：30、13：00-16：00,18840191677
739,庄河市,新华街道,小寺社区核酸采样点,大连市庄河市小寺社区村楼门洞,周三、周六7：30-10：30、13：00-16：00,18698617718
740,庄河市,兴达街道,岭前华隆小区采样点,大连市庄河市华隆小区院内,周三、周六7：30-10：30、13：00-16：00,15140457255
741,庄河市,兴达街道,光复学府名苑采样点,大连市庄河市学府名苑物业附近,周三、周六7：30-10：30、13：00-16：00,13998405583
742,庄河市,兴达街道,后窑社区采样点,大连市庄河市后窑社区门口,周三、周六7：30-10：30、13：00-16：00,15940837755
743,庄河市,兴达街道,跃进老居民委采样点,大连市庄河市红岩路932号楼下,周三、周六7：30-10：30、13：00-16：00,13842826807
744,庄河市,兴达街道,河西社区采样点,大连市庄河市河西委小广场,周三、周六7：30-10：30、13：00-16：00,15942683855
745,庄河市,兴达街道,胜利荷塘丽城采样点,大连市庄河市胜利社区荷塘丽城小区附近,周三、周六7：30-10：30、13：00-16：00,13674115286
746,庄河市,兴达街道,新胜滨河小区采样点,大连市庄河市滨河小区16号楼北侧楼下心灵服务站,周三、周六7：30-10：30、13：00-16：00,13252997788
747,庄河市,兴达街道,前进社区采样点,大连市庄河市温州街91号院内长波羽绒服大门洞,周三、周六7：30-10：30、13：00-16：00,13842847770
748,庄河市,兴达街道,前茅温州街小广场采样点,大连市庄河市前茅社区温州街66号,周三、周六7：30-10：30、13：00-16：00,13940806398
749,庄河市,兴达街道,桥东社区采样点,大连市庄河市桥东社区居民委员会院内,周三、周六7：30-10：30、13：00-16：00,13332291785
750,庄河市,兴达街道,小河东瑞奇园采样点,大连市庄河市瑞奇园小区门口,周三、周六7：30-10：30、13：00-16：00,15998476928
751,庄河市,兴达街道,干沟社区院内采样点,大连市庄河市干沟社区院内,周三、周六7：30-10：30、13：00-16：00,15524793593
752,庄河市,兴达街道,后炮社区后院采样点,大连市庄河市后炮社区后院,周三、周六7：30-10：30、13：00-16：00,13332228889
753,庄河市,太平岭乡,太平岭乡采样点,大连市庄河市太平岭乡满族文化活动中心,周三、周六7：30-10：30,89210109
754,庄河市,徐岭镇,徐岭镇卫生院,大连市庄河市徐岭镇杨树房村韩岭屯,周三、周六7：30-10：30,18604080855
755,庄河市,吴炉镇,吴炉镇卫生院采样点,大连市庄河市吴炉镇吴炉村,周三、周六7：30-10：30,13942807077
756,庄河市,鞍子山乡,鞍子山乡卫生院,大连市庄河市鞍子山乡花院村,周三、周六7：30-10：30,13019495618
757,庄河市,光明山镇,光明山卫生院,大连市庄河市光明山镇财主房村,周三、周六7：30-10：30,15904252272
758,庄河市,石城乡,石城乡卫生院,大连市庄河市石城乡海城路272号,周三、周六7：30-10：30,18742580708
759,庄河市,桂云花乡,桂云花满族乡卫生院,大连市庄河市桂云花满族乡桂云花村,周三、周六7：30-10：30,13942657119
760,庄河市,城山镇,城山镇卫生院,大连市庄河市城山镇城山村恒丰屯,周三、周六7：30-10：30,13074119731
761,庄河市,大营镇,大营镇中心卫生院,大连市庄河市大营镇大营村大营屯117号,周三、周六7：30-10：30,13889674707
762,庄河市,王家镇,王家镇卫生院,大连市庄河市王家镇东滩村,周三、周六7：30-10：30,15542571708
763,庄河市,荷花山镇,荷花山镇卫生院,大连市庄河市荷花山镇芙蓉村姜屯委104号,周三、周六7：30-10：30,13664262966
764,庄河市,塔岭镇,塔岭镇卫生院,大连市庄河市塔岭镇隈子村,周三、周六7：30-10：30,15998653118
765,庄河市,仙人洞镇,仙人洞镇卫生院,大连市庄河市仙人洞镇冰峪村冰峪大街,周三、周六7：30-10：30,15941298867
766,庄河市,仙人洞镇,仙人洞镇三架山分院,大连市庄河市仙人洞镇马道口村张铺屯,周三、周六7：30-10：30,15841156852
767,庄河市,步云山乡,步云山卫生院,大连市庄河市步云山乡谦泰村云山大街50号,周三、周六7：30-10：30,139 4207 4445
768,庄河市,大郑镇,大郑镇卫生院,大连市庄河市大郑镇大郑村唐府路西,周三、周六7：30-10：30,89133123
769,庄河市,兰店乡,兰店乡卫生院,大连市庄河市兰店乡磨石房村,周三、周六7：30-10：30,15524775869
770,庄河市,昌盛街道,张屯社区采样点,大连市庄河市张屯社区文化活动室,周三、周六7：30-10：30、13：00-16：00,89378889
771,庄河市,昌盛街道,将军湖社区采样点,大连市庄河市伟业御景城一期5-6门市,周三、周六7：30-10：30、13：00-16：00,13704266238
772,庄河市,昌盛街道,学府花园采样点,大连市庄河市李大线学府花园东北门,周三、周六7：30-10：30、13：00-16：00,13109821782
773,庄河市,昌盛街道,打拉腰社区采样点,大连市庄河市港湾新城小区14号楼车库,周三、周六7：30-10：30、13：00-16：00,13654981112
774,庄河市,昌盛街道,市场社区小区广场采样点,大连市庄河市昌盛街道市场社区小区广场,周三、周六7：30-10：30、13：00-16：00,89370249
775,庄河市,昌盛街道,高屯社区核酸采样点,大连市庄河市高屯小区党群活动中心,周三、周六7：30-10：30、13：00-16：00,89370088
776,庄河市,昌盛街道,锦绣社区采样点,大连市庄河市千韵坊北门,周三、周六7：30-10：30、13：00-16：00,62511681
777,庄河市,明阳街道,明阳村采样点,大连市庄河市明阳街道明阳山停车场,周三、周六7：30-10：30,89471968
778,庄河市,黑岛镇,黑岛镇中心卫生院,大连市庄河市黑岛镇山南头村,周三、周六7：30-10：30,13304091866
779,庄河市,长岭镇,长岭镇中心卫生院,大连市庄河市长岭镇双盛村河沿屯,周三、周六7：30-10：30,13084149131
780,庄河市,栗子房镇,栗子房镇中心卫生院,大连市庄河市栗子房镇山林坨村,周三、周六7：30-10：30,15840638920
781,庄河市,蓉花山镇,蓉花山镇卫生院,大连市庄河市蓉花山镇蓉花村,周三、周六7：30-10：30,13504256624
782,庄河市,青堆镇,道班采样点,大连市庄河市青堆镇公路管理段院内,周三、周六7：30-10：30,14741055338
783,长海县,大长山岛镇,长海县市民健身中心 ,大连市长海县碧海大街与长海东路交汇处西南侧,周三、周六8：00-10：30,13394112588
784,长海县,小长山岛镇,长海县小长山政府广场采样点,大连市长海县小长山岛镇回龙村郭家庙屯蛎荞线,周三、周六8：00-10：30、13：30-16：00,89747080
785,长海县,小长山岛镇,长海县小长山乌蟒村委会采样点,大连市长海县小长山岛镇乌蟒村,流动采样点,15004115150
786,长海县,小长山岛镇,长海县小长山蚆蛸村委会采样点,大连市长海县小长山岛镇蚆蛸村,流动采样点,15004115171
787,长海县,广鹿岛镇,长海县广鹿中心卫生院后院,大连市长海县广鹿岛镇柳条村新村后屯南大线,周三、周六13：30-15：30,89756026
788,长海县,獐子岛镇,长海县獐子中心卫生院（非发热门诊和医疗机构内）,大连市长海县獐子岛镇沙西路,周三、周六14：30-15：30,15841106804
789,长海县,海洋岛镇,长海县盐场村村民委员会,大连市长海县海洋岛镇盐场村村民委员会,周三14：00-16：30  周六9：00-10：00,13500751156
790,长海县,海洋岛镇,长海县海洋中心卫生院后院核酸采样点,大连市长海县海洋岛镇海洋幼儿园旁,周三14：00-16：30  周六9：00-10：00,89788305
791,金普新区,马桥子街道,东山社区采样点,大连市金普新区马桥子街道东山社区广场（东山街与东山环路交叉口）,周三、周六 8：00-11：30、13：00-18：00,87613914
792,金普新区,马桥子街道,新桥社区采样点,大连市金普新区马桥子街道新桥社区活动室（新云里2号楼前）,周三、周六 8：00-11：30、13：00-18：00,87508306
793,金普新区,马桥子街道,明星社区采样点1,大连市金普新区马桥子街道新星里8号楼活动板房,周三、周六 8：00-11：30、13：00-18：00,87614063
794,金普新区,马桥子街道,松林社区采样点1,大连市金普新区马桥子街道北欧假日72#楼会所,周三、周六 8：00-11：30、13：00-18：00,87929093
795,金普新区,马桥子街道,松海社区采样点,大连市金普新区马桥子街道山海家园地下车库出口（泊石北路）,周三、周六 8：00-11：30、13：00-18：00,87188910
796,金普新区,马桥子街道,红梅社区采样点,大连市金普新区马桥子街道红梅北街中区广场,周三、周六 8：00-11：30、13：00-18：00,87508370
797,金普新区,马桥子街道,翠竹社区采样点,大连市金普新区马桥子街道翠竹老警务室（翠竹小区11号楼旁边）,周三、周六 8：00-11：30、13：00-18：00,87508380
798,金普新区,马桥子街道,青松社区采样点,大连市金普新区马桥子街道金马杰座小区金马路64号,周三、周六 8：00-11：30、13：00-18：00,88708626
799,金普新区,马桥子街道,西山社区采样点,大连市金普新区马桥子街道西山小区156号（西山社区院内）,周三、周六 8：00-11：30、13：00-18：00,87654352
800,金普新区,马桥子街道,景颐社区采样点,大连市金普新区马桥子街道科德数控（哈尔滨路27号）,周三、周六 8：00-11：30、13：00-18：00,87610279
801,金普新区,马桥子街道,山景社区采样点,大连市金普新区马桥子街道山景社区后院（哈尔滨路16号）,周三、周六 8：00-11：30、13：00-18：00,87639806
802,金普新区,马桥子街道,五彩城社区采样点1,大连市金普新区马桥子街道五彩城J区4-10号,周三、周六 8：00-11：30、13：00-18：00,87538332
